ev_id,Aircraft_Key,crew_no,crew_category,crew_age,med_certf,med_crtf_vldty,date_lst_med,crew_rat_endorse,crew_tox_perf,pc_profession,bfr,bfr_date,ft_as_of,pilot_flying
20110317X51618,1,1,PLT,64.0,CL1,4.0,2011/1/3 00:00:00,UNKNOWN,N,YES,UNKNOWN,2010/10/20 00:00:00,0.0,
20110317X51618,1,2,UNKNOWN,24.0,CL1,4.0,2010/4/2 00:00:00,UNKNOWN,N,UNK,UNKNOWN,2008-01-01,0.0,
20110317X65518,1,1,PLT,37.0,CL2,4.0,2008/10/13 00:00:00,UNKNOWN,N,NO,UNKNOWN,2008-01-01,0.0,
20110317X93308,1,1,PLT,42.0,CL3,4.0,2007/8/31 00:00:00,UNKNOWN,N,NO,UNKNOWN,2009/12/3 00:00:00,0.0,
20110318X05118,1,1,PLT,32.0,CL1,4.0,2010/4/19 00:00:00,UNKNOWN,N,YES,UNKNOWN,2010/12/19 00:00:00,0.0,
20110318X05118,1,2,CPLT,36.0,CL1,4.0,2010/7/9 00:00:00,UNKNOWN,N,YES,UNKNOWN,2008-01-01,0.0,
20110318X51306,1,1,PLT,47.0,CL3,4.0,2010/6/2 00:00:00,UNKNOWN,N,NO,UNKNOWN,2010/8/8 00:00:00,0.0,
20110318X60152,1,1,PLT,56.0,CL3,4.0,2010/1/5 00:00:00,UNKNOWN,N,NO,UNKNOWN,2008-01-01,0.0,
20110318X95057,1,1,PLT,18.0,CL3,4.0,2010/8/11 00:00:00,UNKNOWN,N,NO,UNKNOWN,2011/1/3 00:00:00,0.0,
20110319X25204,1,1,PLT,54.0,CL3,4.0,2010/3/31 00:00:00,UNKNOWN,Y,NO,UNKNOWN,2009/8/8 00:00:00,0.0,
20110319X32419,1,1,PLT,53.0,SPRT,4.0,2008-01-01,UNKNOWN,N,NO,UNKNOWN,2010/11/6 00:00:00,0.0,
20110319X32419,1,2,FLTI,63.0,CL1,4.0,2010/4/14 00:00:00,UNKNOWN,N,YES,UNKNOWN,2010/3/3 00:00:00,0.0,
20110319X32419,2,1,PLT,75.0,CL3,4.0,2009/10/21 00:00:00,UNKNOWN,N,NO,UNKNOWN,2009/8/20 00:00:00,0.0,
20110319X34215,1,1,PLT,65.0,CL3,4.0,2010/6/11 00:00:00,UNKNOWN,N,NO,UNKNOWN,2010/6/18 00:00:00,0.0,
20110319X35358,1,1,FLTI,55.0,CL2,4.0,2010/4/7 00:00:00,UNKNOWN,N,YES,UNKNOWN,2008-01-01,0.0,
20110319X35358,1,2,DSTU,61.0,NONE,4.0,2008-01-01,UNKNOWN,N,NO,UNKNOWN,2008-01-01,0.0,
20110319X92612,1,1,DSTU,30.0,CL1,4.0,2010/9/29 00:00:00,UNKNOWN,N,NO,UNKNOWN,2008-01-01,0.0,
20110319X95407,1,1,PLT,49.0,CL2,4.0,2010/4/14 00:00:00,UNKNOWN,N,UNK,UNKNOWN,2010/9/2 00:00:00,0.0,
20110319X95407,1,2,FLTI,52.0,CL1,4.0,2010/7/13 00:00:00,UNKNOWN,N,UNK,UNKNOWN,2009/5/17 00:00:00,0.0,
20110319X95723,1,1,PLT,62.0,CL3,4.0,2009/10/12 00:00:00,UNKNOWN,N,NO,UNKNOWN,2010/12/9 00:00:00,0.0,
20110320X03716,1,1,PLT,56.0,CL2,4.0,2010/8/1 00:00:00,UNKNOWN,N,NO,UNKNOWN,2008-01-01,0.0,
20110320X12948,1,1,PLT,29.0,CL2,4.0,2010/11/1 00:00:00,UNKNOWN,N,YES,UNKNOWN,2010/10/27 00:00:00,0.0,
20110320X15018,1,1,FLTI,55.0,CL2,4.0,2010/4/13 00:00:00,UNKNOWN,N,NO,UNKNOWN,2010/11/12 00:00:00,0.0,
20110320X15018,1,2,PLT,44.0,CL2,4.0,2011/3/16 00:00:00,UNKNOWN,N,NO,UNKNOWN,2011/3/12 00:00:00,0.0,
20110320X24141,1,1,PLT,63.0,CL2,4.0,2010/10/13 00:00:00,UNKNOWN,N,NO,UNKNOWN,2010/3/7 00:00:00,0.0,
20110320X70728,1,1,PLT,67.0,NONE,4.0,2008/12/10 00:00:00,UNKNOWN,N,NO,UNKNOWN,2008-01-01,0.0,
20110320X83410,1,1,PLT,37.0,CL1,4.0,2008-01-01,UNKNOWN,Y,NO,UNKNOWN,2008-01-01,0.0,
20110320X83852,1,1,PLT,65.0,CL3,4.0,2010/10/1 00:00:00,UNKNOWN,N,NO,UNKNOWN,2008/3/22 00:00:00,0.0,
20110320X90821,1,1,PLT,52.0,CL2,4.0,2011/2/25 00:00:00,UNKNOWN,N,NO,UNKNOWN,2010/11/20 00:00:00,0.0,
20110321X20113,1,1,PLT,26.0,CL1,4.0,2010/4/13 00:00:00,UNKNOWN,N,YES,UNKNOWN,2010/1/7 00:00:00,0.0,
20110321X25628,1,1,PLT,54.0,CL2,4.0,2010/8/18 00:00:00,UNKNOWN,N,UNK,UNKNOWN,2010/9/16 00:00:00,0.0,
20110321X51628,1,1,FLTI,22.0,CL2,4.0,2010/6/22 00:00:00,UNKNOWN,N,YES,UNKNOWN,2010/9/5 00:00:00,0.0,
20110321X51628,1,2,DSTU,39.0,CL3,4.0,2010/12/21 00:00:00,UNKNOWN,N,NO,UNKNOWN,2008-01-01,0.0,
20110321X93124,1,1,DSTU,39.0,CL3,4.0,2010/9/14 00:00:00,UNKNOWN,N,UNK,UNKNOWN,2008-01-01,0.0,
20110322X03800,1,1,DSTU,58.0,CL3,4.0,2010/6/8 00:00:00,UNKNOWN,Y,NO,UNKNOWN,2008-01-01,0.0,
20110322X13031,1,1,PLT,78.0,CL1,4.0,2010/11/15 00:00:00,UNKNOWN,N,NO,UNKNOWN,2011/2/10 00:00:00,0.0,
20110322X24645,1,1,PLT,65.0,CL3,4.0,2009/6/9 00:00:00,UNKNOWN,N,UNK,UNKNOWN,2011/2/3 00:00:00,0.0,
20110322X31313,1,1,PLT,30.0,CL2,4.0,2009/4/1 00:00:00,UNKNOWN,N,NO,UNKNOWN,2009/9/5 00:00:00,0.0,
20110322X41958,1,1,PLT,47.0,CL2,4.0,2011/2/19 00:00:00,UNKNOWN,N,NO,UNKNOWN,2008-01-01,0.0,
20110322X85332,1,1,PLT,28.0,CL2,4.0,2010/7/16 00:00:00,UNKNOWN,N,YES,UNKNOWN,2010/5/27 00:00:00,0.0,
20110322X91500,1,1,PLT,82.0,CL3,4.0,2002/6/13 00:00:00,UNKNOWN,Y,NO,UNKNOWN,2009/5/9 00:00:00,0.0,
20110323X21446,1,1,FLTI,53.0,CL2,4.0,2009/4/13 00:00:00,UNKNOWN,N,YES,UNKNOWN,2010/3/10 00:00:00,0.0,
20110323X21446,1,2,DSTU,40.0,CL3,4.0,2006/1/6 00:00:00,UNKNOWN,N,NO,UNKNOWN,2008-01-01,0.0,
20110323X24235,1,1,PLT,58.0,CL1,4.0,2011/1/11 00:00:00,UNKNOWN,N,YES,UNKNOWN,2010/9/21 00:00:00,0.0,
20110323X24235,1,2,CPLT,42.0,CL2,4.0,2011/1/3 00:00:00,UNKNOWN,N,YES,UNKNOWN,2008-01-01,0.0,
20110323X30615,1,1,PLT,75.0,CL3,4.0,2010/11/8 00:00:00,UNKNOWN,N,NO,UNKNOWN,2009/12/14 00:00:00,0.0,
20110323X65953,1,1,PLT,74.0,CL3,4.0,2010/10/25 00:00:00,UNKNOWN,N,YES,UNKNOWN,2009/4/11 00:00:00,0.0,
20110324X02117,1,1,PLT,65.0,CL3,4.0,2009/12/17 00:00:00,UNKNOWN,Y,NO,UNKNOWN,2010/9/2 00:00:00,0.0,
20110324X53002,1,1,PLT,53.0,UNK,4.0,2008-01-01,UNKNOWN,N,UNKNOWN,UNKNOWN,2008-01-01,0.0,
20110324X53002,1,2,CPLT,53.0,UNK,4.0,2008-01-01,UNKNOWN,N,UNKNOWN,UNKNOWN,2008-01-01,0.0,
20110324X80508,1,1,PLT,45.0,CL3,4.0,2009/8/19 00:00:00,UNKNOWN,N,NO,UNKNOWN,2008-01-01,0.0,
20110324X91243,1,1,PLT,51.0,NONE,4.0,2008-01-01,UNKNOWN,N,NO,UNKNOWN,2010/4/10 00:00:00,0.0,
20110325X14309,1,1,PLT,60.0,CL2,4.0,2010/6/14 00:00:00,UNKNOWN,Y,YES,UNKNOWN,2008-01-01,0.0,
20110325X22454,1,1,PLT,71.0,NONE,4.0,2008-01-01,UNKNOWN,Y,NO,UNKNOWN,2008-01-01,0.0,
20110325X30059,1,1,PLT,53.0,UNKNOWN,4.0,2008-01-01,UNKNOWN,N,UNKNOWN,UNKNOWN,2008-01-01,0.0,
20110325X51846,1,1,PLT,71.0,CL2,4.0,2010/8/2 00:00:00,UNKNOWN,Y,NO,UNKNOWN,2010/7/9 00:00:00,0.0,
20110325X60851,1,1,UNKNOWN,53.0,UNKNOWN,4.0,2008-01-01,UNKNOWN,N,YES,UNKNOWN,2008-01-01,0.0,
20110326X12130,1,1,PLT,52.0,CL3,4.0,2010/12/9 00:00:00,UNKNOWN,N,UNKNOWN,UNKNOWN,2010/12/16 00:00:00,0.0,
20110326X31622,1,1,PLT,55.0,CL2,4.0,2011/2/22 00:00:00,UNKNOWN,N,NO,UNKNOWN,2009/5/29 00:00:00,0.0,
20110326X83319,1,1,PLT,58.0,CL2,4.0,2010/10/15 00:00:00,UNKNOWN,Y,NO,UNKNOWN,2010/12/3 00:00:00,0.0,
20110327X65552,1,1,PLT,40.0,CL3,4.0,2007/7/19 00:00:00,UNKNOWN,Y,NO,UNKNOWN,2010/6/5 00:00:00,0.0,
20110327X95842,1,1,PLT,54.0,UNKNOWN,4.0,2008-01-01,UNKNOWN,N,YES,UNKNOWN,2008-01-01,0.0,
20110328X22842,1,1,PLT,55.0,CL2,4.0,2010/10/12 00:00:00,UNKNOWN,N,YES,UNKNOWN,2009/10/23 00:00:00,0.0,
20110328X35947,1,1,PLT,26.0,CL2,4.0,2010/11/22 00:00:00,UNKNOWN,N,YES,UNKNOWN,2008-01-01,0.0,
20110328X44029,1,1,PLT,45.0,CL3,4.0,2010/7/21 00:00:00,UNKNOWN,N,NO,UNKNOWN,2009/12/20 00:00:00,0.0,
20110328X80923,1,1,PLT,31.0,CL1,4.0,2010/6/8 00:00:00,UNKNOWN,N,YES,UNKNOWN,2011/1/12 00:00:00,0.0,
20110328X80923,1,2,CPLT,27.0,CL2,4.0,2010/10/12 00:00:00,UNKNOWN,N,YES,UNKNOWN,2010/8/12 00:00:00,0.0,
20110328X81528,1,1,PLT,66.0,CL2,4.0,2011/1/7 00:00:00,UNKNOWN,N,YES,UNKNOWN,2009/12/5 00:00:00,0.0,
20110329X33129,1,1,PLT,59.0,CL1,4.0,2008-01-01,UNKNOWN,N,YES,UNKNOWN,2008-01-01,0.0,
20110329X33129,1,2,CPLT,35.0,CL1,4.0,2008-01-01,UNKNOWN,N,YES,UNKNOWN,2008-01-01,0.0,
20110329X54044,1,1,PLT,44.0,CL2,4.0,2010/5/20 00:00:00,UNKNOWN,N,YES,UNKNOWN,2008-01-01,0.0,
20110329X71210,1,1,PLT,58.0,CL3,4.0,2009/12/2 00:00:00,UNKNOWN,Y,NO,UNKNOWN,2010/4/6 00:00:00,0.0,
20110330X05145,1,1,UNKNOWN,55.0,CL3,4.0,2009/7/9 00:00:00,UNKNOWN,N,UNK,UNKNOWN,2008-01-01,0.0,
20110330X05145,1,2,UNKNOWN,53.0,UNKNOWN,4.0,2008-01-01,UNKNOWN,N,UNKNOWN,UNKNOWN,2008-01-01,0.0,
20110330X05145,2,1,UNKNOWN,52.0,CL1,4.0,2010/11/2 00:00:00,UNKNOWN,N,YES,UNKNOWN,2010/8/14 00:00:00,0.0,
20110330X05145,2,2,CPLT,40.0,CL1,4.0,2011/2/21 00:00:00,UNKNOWN,N,YES,UNKNOWN,2011/2/8 00:00:00,0.0,
20110330X43924,1,1,PLT,29.0,CL3,4.0,2006/12/1 00:00:00,UNKNOWN,N,NO,UNKNOWN,2010/7/21 00:00:00,0.0,
20110330X44100,1,1,PLT,50.0,CL2,4.0,2011/1/24 00:00:00,UNKNOWN,Y,YES,UNKNOWN,2011/3/19 00:00:00,0.0,
20110330X53624,1,1,PLT,54.0,CL2,4.0,2011/2/5 00:00:00,UNKNOWN,N,YES,UNKNOWN,2011/3/24 00:00:00,0.0,
20110330X53624,1,2,CPLT,64.0,CL2,4.0,2010/4/20 00:00:00,UNKNOWN,N,YES,UNKNOWN,2010/8/30 00:00:00,0.0,
20110330X93656,1,1,PLT,50.0,CL1,4.0,2010/10/12 00:00:00,UNKNOWN,Y,YES,UNKNOWN,2010/3/1 00:00:00,0.0,
20110331X15055,1,1,PLT,40.0,CL3,4.0,2009/7/30 00:00:00,UNKNOWN,N,NO,UNKNOWN,2011/3/17 00:00:00,0.0,
20110331X43506,1,1,PLT,64.0,CL2,4.0,2010/7/27 00:00:00,UNKNOWN,N,YES,UNKNOWN,2010/4/17 00:00:00,0.0,
20110401X02237,1,1,PLT,76.0,CL3,4.0,2009/9/21 00:00:00,UNKNOWN,N,NO,UNKNOWN,2008-01-01,0.0,
20110401X03400,1,1,PLT,37.0,CL1,4.0,2007/5/15 00:00:00,UNKNOWN,N,NO,UNKNOWN,2010/3/1 00:00:00,0.0,
20110401X40531,1,1,PLT,68.0,CL2,4.0,2011/2/23 00:00:00,UNKNOWN,N,YES,UNKNOWN,2008-01-01,0.0,
20110401X61047,1,1,PLT,63.0,CL3,4.0,2009/10/7 00:00:00,UNKNOWN,N,NO,UNKNOWN,2008-01-01,0.0,
20110401X61329,1,1,PLT,31.0,CL1,4.0,2011/2/7 00:00:00,UNKNOWN,N,YES,UNKNOWN,2010/9/20 00:00:00,0.0,
20110401X72634,1,1,DSTU,22.0,CL3,4.0,2011/2/18 00:00:00,UNKNOWN,N,NO,UNKNOWN,2008-01-01,0.0,
20110403X03645,1,1,PLT,64.0,CL1,4.0,2011/1/18 00:00:00,UNKNOWN,N,YES,UNKNOWN,2008-01-01,0.0,
20110403X03645,1,2,CPLT,51.0,CL1,4.0,2008-01-01,UNKNOWN,N,YES,UNKNOWN,2008-01-01,0.0,
20110403X10730,1,1,PLT,53.0,CL3,4.0,2009/1/19 00:00:00,UNKNOWN,Y,NO,UNKNOWN,2008-01-01,0.0,
20110403X11301,1,1,PLT,73.0,CL3,4.0,2009/3/30 00:00:00,UNKNOWN,Y,UNK,UNKNOWN,2010/9/3 00:00:00,0.0,
20110403X15457,1,1,PLT,45.0,CL2,4.0,2009/2/11 00:00:00,UNKNOWN,Y,NO,UNKNOWN,2008-01-01,0.0,
20110403X21332,1,1,PLT,55.0,CL3,4.0,2010/10/8 00:00:00,UNKNOWN,N,NO,UNKNOWN,2010/5/21 00:00:00,0.0,
20110403X25733,1,1,PLT,56.0,CL2,4.0,2011/2/18 00:00:00,UNKNOWN,N,YES,UNKNOWN,2011/1/7 00:00:00,0.0,
20110403X33148,1,1,PLT,80.0,CL3,4.0,2011/3/23 00:00:00,UNKNOWN,Y,NO,UNKNOWN,2010/2/18 00:00:00,0.0,
20110403X54041,1,1,PLT,20.0,CL3,4.0,2006/9/11 00:00:00,UNKNOWN,N,NO,UNKNOWN,2010/10/29 00:00:00,0.0,
20110403X60004,1,1,FLTI,43.0,CL2,4.0,2007/5/17 00:00:00,UNKNOWN,N,NO,UNKNOWN,2010/10/19 00:00:00,0.0,
20110403X64126,1,1,PLT,62.0,CL1,4.0,2010/4/16 00:00:00,UNKNOWN,N,YES,UNKNOWN,2010/4/16 00:00:00,0.0,
20110403X95455,1,1,PLT,46.0,SPRT,4.0,2008-01-01,UNKNOWN,Y,NO,UNKNOWN,2010/9/23 00:00:00,0.0,
20110404X10645,1,1,PLT,61.0,CL3,4.0,2007/9/27 00:00:00,UNKNOWN,Y,NO,UNKNOWN,2008-01-01,0.0,
20110404X13555,1,1,PLT,30.0,CL1,4.0,2010/5/20 00:00:00,UNKNOWN,N,YES,UNKNOWN,2011/2/9 00:00:00,0.0,
20110404X13555,1,2,CPLT,53.0,CL1,4.0,2011/2/23 00:00:00,UNKNOWN,N,YES,UNKNOWN,2011/1/26 00:00:00,0.0,
20110404X25651,1,1,PLT,72.0,CL2,4.0,2010/6/28 00:00:00,UNKNOWN,N,NO,UNKNOWN,2008-01-01,0.0,
20110404X65832,1,1,PLT,62.0,CL1,4.0,2011/4/6 00:00:00,UNKNOWN,N,YES,UNKNOWN,2010/8/20 00:00:00,0.0,
20110404X65832,1,2,CPLT,32.0,CL1,4.0,2011/3/30 00:00:00,UNKNOWN,N,YES,UNKNOWN,2010/8/20 00:00:00,0.0,
20110404X71704,1,1,PLT,43.0,CL3,4.0,2010/11/3 00:00:00,UNKNOWN,N,NO,UNKNOWN,2011/3/27 00:00:00,0.0,
20110404X72048,1,1,PLT,50.0,CL3,4.0,2009/6/2 00:00:00,UNKNOWN,N,NO,UNKNOWN,2011/3/15 00:00:00,0.0,
20110404X94754,1,1,PLT,68.0,CL3,4.0,2009/6/8 00:00:00,UNKNOWN,N,NO,UNKNOWN,2010/6/5 00:00:00,0.0,
20110404X94754,1,2,PLT,41.0,CL3,4.0,2008/3/13 00:00:00,UNKNOWN,N,NO,UNKNOWN,2009/11/3 00:00:00,0.0,
20110405X00256,1,1,PLT,47.0,NONE,4.0,2008-01-01,UNKNOWN,N,NO,UNKNOWN,2009/7/30 00:00:00,0.0,
20110406X15648,1,1,PLT,41.0,CL3,4.0,2008/12/24 00:00:00,UNKNOWN,N,NO,UNKNOWN,2008-01-01,0.0,
20110406X22757,1,1,PLT,62.0,SPRT,4.0,2008-01-01,UNKNOWN,N,UNKNOWN,UNKNOWN,2008-01-01,0.0,
20110406X23122,1,1,FLTI,26.0,CL2,4.0,2010/8/25 00:00:00,UNKNOWN,N,YES,UNKNOWN,2008-01-01,0.0,
20110406X23122,1,2,DSTU,25.0,CL2,4.0,2010/2/22 00:00:00,UNKNOWN,N,UNK,UNKNOWN,2008-01-01,0.0,
20110406X43157,1,1,PLT,35.0,CL1,4.0,2011/1/13 00:00:00,UNKNOWN,N,YES,UNKNOWN,2011/2/19 00:00:00,0.0,
20110406X43157,1,2,CPLT,32.0,CL1,4.0,2010/6/12 00:00:00,UNKNOWN,N,YES,UNKNOWN,2010/9/2 00:00:00,0.0,
20110406X43157,1,3,OTHR,53.0,UNKNOWN,4.0,2008-01-01,UNKNOWN,N,NO,UNKNOWN,2008-01-01,0.0,
20110406X54825,1,1,PLT,35.0,CL1,4.0,2010/7/20 00:00:00,UNKNOWN,N,YES,UNKNOWN,2010/5/18 00:00:00,0.0,
20110406X54825,1,2,CPLT,55.0,CL1,4.0,2010/8/26 00:00:00,UNKNOWN,N,YES,UNKNOWN,2009/11/11 00:00:00,0.0,
20110406X63430,1,1,PLT,63.0,CL3,4.0,2011/2/4 00:00:00,UNKNOWN,N,NO,UNKNOWN,2010/11/23 00:00:00,0.0,
20110406X74506,1,1,PLT,56.0,CL3,4.0,2009/10/26 00:00:00,UNKNOWN,N,NO,UNKNOWN,2008-01-01,0.0,
20110406X83820,1,1,PLT,73.0,CL2,4.0,2011/3/9 00:00:00,UNKNOWN,Y,YES,UNKNOWN,2008-01-01,0.0,
20110407X02204,1,1,PLT,20.0,CL2,4.0,2009/12/1 00:00:00,UNKNOWN,N,NO,UNKNOWN,2010/10/13 00:00:00,0.0,
20110407X35115,1,1,PLT,25.0,CL2,4.0,2010/5/27 00:00:00,UNKNOWN,N,YES,UNKNOWN,2010/12/19 00:00:00,0.0,
20110407X35115,1,2,UNKNOWN,53.0,UNKNOWN,4.0,2008-01-01,UNKNOWN,N,UNKNOWN,UNKNOWN,2008-01-01,0.0,
20110407X64319,1,1,PLT,53.0,SPRT,4.0,2008-01-01,UNKNOWN,N,NO,UNKNOWN,2008-01-01,0.0,
20110407X64458,1,1,PLT,62.0,CL3,4.0,2011/2/4 00:00:00,UNKNOWN,N,NO,UNKNOWN,2010/9/22 00:00:00,0.0,
20110407X64854,1,1,FLTI,23.0,CL1,4.0,2010/12/10 00:00:00,UNKNOWN,N,YES,UNKNOWN,2010/9/2 00:00:00,0.0,
20110407X64854,1,2,PLT,24.0,CL1,4.0,2008/5/8 00:00:00,UNKNOWN,N,UNK,UNKNOWN,2011/2/16 00:00:00,0.0,
20110407X81606,1,1,PLT,73.0,CL3,4.0,2010/11/22 00:00:00,UNKNOWN,N,NO,UNKNOWN,2010/9/21 00:00:00,0.0,
20110407X95823,1,1,PLT,45.0,CL1,4.0,2010/12/15 00:00:00,UNKNOWN,N,YES,UNKNOWN,2010/4/21 00:00:00,0.0,
20110407X95823,1,2,CPLT,52.0,CL1,4.0,2011/1/22 00:00:00,UNKNOWN,N,YES,UNKNOWN,2011/2/26 00:00:00,0.0,
20110408X02309,1,1,PLT,54.0,CL3,4.0,2009/9/28 00:00:00,UNKNOWN,N,NO,UNKNOWN,2010/9/21 00:00:00,0.0,
20110408X35239,1,1,FLTI,68.0,CL2,4.0,2010/6/10 00:00:00,UNKNOWN,N,UNK,UNKNOWN,2008-01-01,0.0,
20110408X35239,1,2,DSTU,35.0,CL3,4.0,2008/8/8 00:00:00,UNKNOWN,N,UNK,UNKNOWN,2008-01-01,0.0,
20110408X74317,1,1,PLT,59.0,CL3,4.0,2009/8/20 00:00:00,UNKNOWN,N,NO,UNKNOWN,2010/10/19 00:00:00,0.0,
20110410X15653,1,1,PLT,71.0,CL2,4.0,2011/2/4 00:00:00,UNKNOWN,Y,YES,UNKNOWN,2008-01-01,0.0,
20110410X30503,1,1,PLT,69.0,NONE,4.0,2008-01-01,UNKNOWN,N,NO,UNKNOWN,2011/4/3 00:00:00,0.0,
20110410X85025,1,1,PLT,51.0,CL3,4.0,2010/8/25 00:00:00,UNKNOWN,Y,NO,UNKNOWN,2008-01-01,0.0,
20110411X03817,1,1,DSTU,47.0,CL3,4.0,2010/6/10 00:00:00,UNKNOWN,N,NO,UNKNOWN,2008-01-01,0.0,
20110411X03817,1,2,FLTI,39.0,CL1,4.0,2010/1/29 00:00:00,UNKNOWN,N,YES,UNKNOWN,2011/1/29 00:00:00,0.0,
20110411X10149,1,1,PLT,55.0,CL3,4.0,2009/5/26 00:00:00,UNKNOWN,N,NO,UNKNOWN,2009/7/8 00:00:00,0.0,
20110411X24129,1,1,PLT,37.0,CL3,4.0,2011/2/16 00:00:00,UNKNOWN,N,YES,UNKNOWN,2010/2/18 00:00:00,0.0,
20110411X31443,1,1,PLT,63.0,CL3,4.0,2010/9/13 00:00:00,UNKNOWN,N,UNK,UNKNOWN,2011/1/25 00:00:00,0.0,
20110411X33406,1,1,PLT,38.0,CL1,4.0,2011/1/6 00:00:00,UNKNOWN,N,YES,UNKNOWN,2010/12/31 00:00:00,0.0,
20110411X43554,1,1,DSTU,57.0,CL3,4.0,2010/4/15 00:00:00,UNKNOWN,N,NO,UNKNOWN,2011/4/14 00:00:00,0.0,
20110411X51647,1,1,DSTU,20.0,CL3,4.0,2011/1/6 00:00:00,UNKNOWN,N,NO,UNKNOWN,2008-01-01,0.0,
20110411X82115,1,1,PLT,48.0,CL2,4.0,2011/1/25 00:00:00,UNKNOWN,N,YES,UNKNOWN,2011/3/28 00:00:00,0.0,
20110411X83013,1,1,PLT,61.0,CL2,4.0,2010/6/1 00:00:00,UNKNOWN,N,NO,UNKNOWN,2010/4/26 00:00:00,0.0,
20110411X84520,1,1,PLT,61.0,CL3,4.0,2009/6/3 00:00:00,UNKNOWN,N,NO,UNKNOWN,2011/3/18 00:00:00,0.0,
20110412X02727,1,1,PLT,65.0,CL2,4.0,2010/6/30 00:00:00,UNKNOWN,N,NO,UNKNOWN,2010/11/29 00:00:00,0.0,
20110412X05017,1,1,PLT,57.0,CL3,4.0,2010/9/9 00:00:00,UNKNOWN,N,NO,UNKNOWN,2009/4/3 00:00:00,0.0,
20110412X11935,1,1,DSTU,19.0,CL1,4.0,2011/3/21 00:00:00,UNKNOWN,N,NO,UNKNOWN,2008-01-01,0.0,
20110412X21246,1,1,PLT,40.0,CL2,4.0,2011/3/16 00:00:00,UNKNOWN,N,YES,UNKNOWN,2011/4/7 00:00:00,0.0,
20110412X23201,1,1,PLT,56.0,CL1,4.0,2008-01-01,UNKNOWN,N,UNKNOWN,UNKNOWN,2008-01-01,0.0,
20110412X23201,1,2,PLT,57.0,CL1,4.0,2008-01-01,UNKNOWN,N,UNKNOWN,UNKNOWN,2008-01-01,0.0,
20110412X23201,2,1,PLT,59.0,CL1,4.0,2011/3/17 00:00:00,UNKNOWN,N,YES,UNKNOWN,2010/11/12 00:00:00,0.0,
20110412X23201,2,2,CPLT,35.0,CL1,4.0,2011/3/3 00:00:00,UNKNOWN,N,YES,UNKNOWN,2011/3/16 00:00:00,0.0,
20110412X23615,1,1,PLT,24.0,CL1,4.0,2011/1/11 00:00:00,UNKNOWN,N,YES,UNKNOWN,2011/2/17 00:00:00,0.0,
20110412X41933,1,1,PLT,29.0,CL3,4.0,2011/3/22 00:00:00,UNKNOWN,N,NO,UNKNOWN,2011/3/25 00:00:00,0.0,
20110412X73406,1,1,PLT,31.0,CL1,4.0,2010/9/10 00:00:00,UNKNOWN,N,YES,UNKNOWN,2010/6/20 00:00:00,0.0,
20110412X73406,1,2,FLTI,43.0,CL1,4.0,2010/11/29 00:00:00,UNKNOWN,N,YES,UNKNOWN,2010/11/22 00:00:00,0.0,
20110412X74253,1,1,PLT,21.0,CL3,4.0,2008/7/23 00:00:00,UNKNOWN,N,NO,UNKNOWN,2010/12/8 00:00:00,0.0,
20110412X74253,1,2,FLTI,31.0,CL1,4.0,2010/8/26 00:00:00,UNKNOWN,N,YES,UNKNOWN,2010/2/17 00:00:00,0.0,
20110412X90637,1,1,PLT,43.0,CL3,4.0,2010/5/12 00:00:00,UNKNOWN,N,NO,UNKNOWN,2010/10/22 00:00:00,0.0,
20110412X90637,1,2,OTHR,43.0,CL1,4.0,2010/2/8 00:00:00,UNKNOWN,N,NO,UNKNOWN,2010/6/26 00:00:00,0.0,
20110413X01418,1,1,PLT,53.0,CL3,4.0,2010/4/29 00:00:00,UNKNOWN,N,NO,UNKNOWN,2009/6/15 00:00:00,0.0,
20110413X75543,1,1,PLT,72.0,CL2,4.0,2011/1/24 00:00:00,UNKNOWN,N,YES,UNKNOWN,2011/1/26 00:00:00,0.0,
20110413X92119,1,1,PLT,48.0,CL3,4.0,2010/6/4 00:00:00,UNKNOWN,N,NO,UNKNOWN,2010/10/9 00:00:00,0.0,
20110414X30015,1,1,DSTU,19.0,CL3,4.0,2011/3/1 00:00:00,UNKNOWN,N,NO,UNKNOWN,2008-01-01,0.0,
20110414X31705,1,1,PLT,46.0,CL2,4.0,2010/8/30 00:00:00,UNKNOWN,N,YES,UNKNOWN,2010/2/5 00:00:00,0.0,
20110414X33613,1,1,PLT,53.0,UNKNOWN,4.0,2008-01-01,UNKNOWN,N,UNKNOWN,UNKNOWN,2008-01-01,0.0,
20110414X40226,1,1,PLT,33.0,CL3,4.0,2006/6/21 00:00:00,UNKNOWN,N,UNK,UNKNOWN,2009/6/12 00:00:00,0.0,
20110414X43629,1,1,PLT,52.0,CL2,4.0,2010/6/26 00:00:00,UNKNOWN,N,NO,UNKNOWN,2010/12/14 00:00:00,0.0,
20110414X45845,1,1,PLT,26.0,CL2,4.0,2010/12/8 00:00:00,UNKNOWN,N,YES,UNKNOWN,2011/1/10 00:00:00,0.0,
20110414X62749,1,1,PLT,39.0,CL3,4.0,2008/3/17 00:00:00,UNKNOWN,N,NO,UNKNOWN,2011/4/3 00:00:00,0.0,
20110414X73824,1,1,PLT,78.0,SPRT,4.0,2008-01-01,UNKNOWN,N,NO,UNKNOWN,2011/3/26 00:00:00,0.0,
20110414X75322,1,1,PLT,72.0,CL2,4.0,2011/4/4 00:00:00,UNKNOWN,N,NO,UNKNOWN,2010/7/30 00:00:00,0.0,
